date,ICT Liquidity Sweep,Trend Following (EMA+ADX),Mean Reversion (RSI+BB),Breakout (20d Range)
2025-10-02,10494.56,10556.40,9690.64,8011.85
2025-10-03,10494.56,8447.48,9690.64,8014.11
2025-10-04,10494.56,8466.12,9690.64,8031.98
2025-10-05,8415.83,8486.62,9690.64,8051.63
2025-10-06,8359.61,8429.51,9690.64,7996.89
2025-10-07,8392.65,8463.07,9690.64,8029.06
2025-10-08,8364.70,8434.68,9690.64,8001.84
2025-10-09,10673.57,10395.53,9690.64,7857.64
2025-10-10,10673.57,10395.53,9690.64,7820.92
2025-10-11,10673.57,10395.53,9690.64,9888.14
2025-10-12,10673.57,10395.53,9690.64,9888.14
2025-10-13,10673.57,10395.53,9690.64,9888.14
2025-10-14,10673.57,10395.53,9690.64,9888.14
2025-10-15,10673.57,10395.53,9690.64,9888.14
2025-10-16,10673.57,8283.25,9690.64,9888.14
2025-10-17,10673.57,8297.53,9690.64,9888.14
2025-10-18,10673.57,8325.83,9690.64,9888.14
2025-10-19,10673.57,8361.98,9690.64,9888.14
2025-10-20,10673.57,8319.78,9690.64,9888.14
2025-10-21,10673.57,8304.74,9690.64,9888.14
2025-10-22,10673.57,8352.98,9690.64,9888.14
2025-10-23,10673.57,8370.88,9690.64,9888.14
2025-10-24,10673.57,8382.89,9690.64,9888.14
2025-10-25,10673.57,10273.58,9690.64,9888.14
2025-10-26,10673.57,10273.58,9690.64,9888.14
2025-10-27,10673.57,10273.58,9690.64,9888.14
2025-10-28,10673.57,10273.58,9690.64,9888.14
2025-10-29,10673.57,10273.58,9690.64,9888.14
2025-10-30,10673.57,10273.58,9690.64,9888.14
2025-10-31,10673.57,10273.58,9690.64,9888.14
2025-11-01,10673.57,10273.58,9690.64,9888.14
2025-11-02,10673.57,10273.58,9690.64,9888.14
2025-11-03,10673.57,10273.58,9690.64,9888.14
2025-11-04,10673.57,8267.46,9690.64,8573.11
2025-11-05,10673.57,8215.01,9690.64,8538.73
2025-11-06,10673.57,8255.47,9690.64,8565.25
2025-11-07,10673.57,8235.29,9690.64,8552.03
2025-11-08,10673.57,8284.22,9690.64,8584.10
2025-11-09,10673.57,8309.87,9690.64,8600.91
2025-11-10,10673.57,8250.05,9690.64,8561.70
2025-11-11,10673.57,8222.24,9690.64,8543.47
2025-11-12,10673.57,8181.43,9690.64,8516.72
2025-11-13,10673.57,10414.51,9690.64,9980.52
2025-11-14,10673.57,8354.16,9690.64,9126.81
2025-11-15,10673.57,8325.28,9690.64,9114.84
2025-11-16,10625.93,8278.94,9690.64,9095.64
2025-11-17,10625.93,8296.67,9690.64,9102.99
2025-11-18,8467.29,8264.43,9690.64,9089.63
2025-11-19,10479.77,8155.82,9690.64,9044.63
2025-11-20,10479.77,8123.52,9690.64,9031.24
2025-11-21,10479.77,8114.91,9690.64,9027.68
2025-11-22,10479.77,10584.36,9690.64,10050.89
2025-11-23,10479.77,8569.55,9690.64,10050.89
2025-11-24,10479.77,8547.18,9690.64,10050.89
2025-11-25,10479.77,8621.45,9690.64,10050.89
2025-11-26,10479.77,8641.28,9690.64,10050.89
2025-11-27,10479.77,8631.61,9690.64,10050.89
2025-11-28,10479.77,8629.84,9690.64,10050.89
2025-11-29,10479.77,8618.95,9690.64,10050.89
2025-11-30,10479.77,8522.67,9690.64,10050.89
2025-12-01,10601.51,8640.99,9690.64,10050.89
2025-12-02,10601.51,10427.60,9690.64,10050.89
2025-12-03,10601.51,10427.60,9690.64,10050.89
2025-12-04,10601.51,10427.60,9690.64,10050.89
2025-12-05,10601.51,10427.60,9690.64,10050.89
2025-12-06,10601.51,10427.60,9690.64,10050.89
2025-12-07,10601.51,10427.60,9690.64,10050.89
2025-12-08,10601.51,10427.60,9690.64,10050.89
2025-12-09,10601.51,10427.60,9690.64,10050.89
2025-12-10,10601.51,10427.60,9690.64,10050.89
2025-12-11,10601.51,10427.60,9690.64,10050.89
2025-12-12,10601.51,10427.60,9690.64,10050.89
2025-12-13,10601.51,10427.60,9690.64,10050.89
2025-12-14,10601.51,8300.73,9690.64,10050.89
2025-12-15,10601.51,8334.56,9690.64,10050.89
2025-12-16,10601.51,8296.04,9690.64,10050.89
2025-12-17,10601.51,8278.43,9690.64,10050.89
2025-12-18,10666.71,8340.60,9690.64,10050.89
2025-12-19,10666.71,8346.13,9690.64,10050.89
2025-12-20,10666.71,8353.39,9690.64,10050.89
2025-12-21,10666.71,8351.48,9690.64,10050.89
2025-12-22,10666.71,8324.84,9690.64,10050.89
2025-12-23,10666.71,10440.60,9690.64,10050.89
2025-12-24,10666.71,8342.07,9690.64,10050.89
2025-12-25,10666.71,8345.21,9690.64,10050.89
2025-12-26,10666.71,8357.32,9690.64,10050.89
2025-12-27,10666.71,8358.83,9690.64,10050.89
2025-12-28,10666.71,8340.87,9690.64,10050.89
2025-12-29,8564.64,8371.31,9690.64,10050.89
2025-12-30,8542.81,8350.07,9690.64,10050.89
2025-12-31,8572.77,8379.23,9690.64,10050.89
2026-01-01,8602.56,8408.22,9690.64,10050.89
2026-01-02,10581.86,10369.61,9690.64,10050.89
2026-01-03,10581.86,10369.61,9690.64,10050.89
2026-01-04,10581.86,10369.61,9690.64,10050.89
2026-01-05,10581.86,10369.61,9690.64,8050.29
2026-01-06,10581.86,10369.61,9690.64,7998.52
2026-01-07,10581.86,10369.61,9690.64,7993.11
2026-01-08,10581.86,10369.61,9690.64,7982.29
2026-01-09,10581.86,10369.61,9690.64,7979.46
2026-01-10,10581.86,10369.61,9690.64,7989.96
2026-01-11,10581.86,10369.61,9690.64,7996.65
2026-01-12,10581.86,10369.61,9690.64,8085.48
2026-01-13,10581.86,8329.85,9690.64,8118.91
2026-01-14,10581.86,8300.25,9690.64,10087.33
2026-01-15,10581.86,8298.89,9690.64,10087.33
2026-01-16,10581.86,8290.11,9690.64,10087.33
2026-01-17,10581.86,8258.03,9690.64,10087.33
2026-01-18,10581.86,8234.70,9690.64,10087.33
2026-01-19,10581.86,10216.43,9690.64,10087.33
2026-01-20,10581.86,10216.43,9690.64,10087.33
2026-01-21,10581.86,10216.43,9690.64,10087.33
2026-01-22,10581.86,10216.43,9690.64,10087.33
2026-01-23,10581.86,10216.43,9690.64,10087.33
2026-01-24,10581.86,10216.43,9690.64,10087.33
2026-01-25,10581.86,10216.43,9690.64,10087.33
2026-01-26,10581.86,8193.09,9690.64,10087.33
2026-01-27,10581.86,8194.16,9690.64,10087.33
2026-01-28,10581.86,8086.43,9690.64,10087.33
2026-01-29,10581.86,8077.33,9690.64,8810.16
2026-01-30,10444.23,7950.69,9690.64,8727.88
2026-01-31,10444.23,10479.47,9690.64,8701.52
2026-02-01,8403.72,8432.06,9690.64,10175.13
2026-02-02,8321.93,8350.00,9690.64,10175.13
2026-02-03,10338.61,8277.59,9690.64,10175.13
2026-02-04,10049.49,10863.68,9690.64,10175.13
2026-02-05,10049.49,9501.65,9690.64,9833.31
2026-02-06,8670.41,9470.09,9690.64,9825.39
2026-02-07,8690.34,9495.75,9690.64,9831.83
2026-02-08,8686.73,9491.10,9690.64,9830.66
2026-02-09,8661.73,9458.91,9690.64,9822.58
2026-02-10,8627.79,9415.21,9690.64,9811.61
2026-02-11,8612.06,9394.97,9690.64,9806.53
2026-02-12,8661.91,9459.14,9690.64,9822.64
2026-02-13,8680.62,9483.23,9690.64,9828.68
2026-02-14,8661.60,10715.61,9690.64,10137.97
2026-02-15,10017.49,9184.99,9690.64,10137.97
2026-02-16,10017.49,9154.00,9690.64,10137.97
2026-02-17,10017.49,9130.76,9690.64,10137.97
2026-02-18,10017.49,9143.00,9690.64,10137.97
2026-02-19,10017.49,10733.50,9690.64,10137.97
2026-02-20,10017.49,8585.79,9690.64,10137.97
2026-02-21,10017.49,8575.12,9690.64,10137.97
2026-02-22,10017.49,8480.90,9690.64,10137.97
2026-02-23,10017.49,8462.82,9690.64,10137.97
2026-02-24,10140.36,8586.87,9690.64,10137.97
2026-02-25,10140.36,8571.05,9690.64,10137.97
2026-02-26,10140.36,10800.64,9690.64,10137.97
2026-02-27,10140.36,10800.64,9690.64,10137.97
2026-02-28,10140.36,8601.46,9690.64,10137.97
2026-03-01,10140.36,8700.06,9690.64,10137.97
2026-03-02,10140.36,8684.13,9690.64,10137.97
2026-03-03,10140.36,10616.83,9690.64,10137.97
2026-03-04,10140.36,10616.83,9690.64,8647.54
2026-03-05,10140.36,10616.83,9690.64,8592.06
2026-03-06,10140.36,10616.83,9690.64,8575.07
2026-03-07,10140.36,10616.83,9690.64,8549.31
2026-03-08,10140.36,10616.83,9690.64,8598.62
2026-03-09,10140.36,10616.83,9690.64,8629.09
2026-03-10,10140.36,10616.83,9690.64,8633.97
2026-03-11,10140.36,10616.83,9690.64,8640.43
2026-03-12,10140.36,10616.83,9690.64,8648.71
2026-03-13,8120.35,10616.83,9690.64,10108.73
2026-03-14,8166.24,10616.83,9690.64,10108.73
2026-03-15,10027.64,10616.83,9690.64,10108.73
2026-03-16,10027.64,10616.83,9690.64,10108.73
2026-03-17,7949.20,10616.83,9690.64,10108.73
2026-03-18,7913.13,10616.83,9690.64,10108.73
2026-03-19,7929.01,10616.83,9690.64,10108.73
2026-03-20,10163.99,10616.83,9690.64,10108.73
2026-03-21,10163.99,10616.83,9690.64,10108.73
2026-03-22,10163.99,10616.83,9690.64,10108.73
2026-03-23,10163.99,10616.83,9690.64,10108.73
2026-03-24,10163.99,10616.83,9690.64,10108.73
2026-03-25,10235.94,10616.83,9690.64,10108.73
2026-03-26,10235.94,10616.83,9690.64,10108.73
2026-03-27,10235.94,10616.83,9690.64,10108.73
2026-03-28,10235.94,10616.83,9690.64,10108.73
2026-03-29,8212.85,8518.46,9690.64,10108.73
2026-03-30,10306.27,8566.41,9690.64,10108.73
2026-03-31,10306.27,8562.36,9690.64,10108.73
2026-04-01,10306.27,8523.31,9690.64,10108.73
2026-04-02,10306.27,8525.19,9690.64,10108.73
2026-04-03,10306.27,8536.06,9690.64,10108.73
2026-04-04,10306.27,8591.20,9690.64,10108.73
2026-04-05,10306.27,8586.33,9690.64,10108.73
2026-04-06,10306.27,10425.32,9690.64,10108.73
2026-04-07,10306.27,10425.32,9690.64,10108.73
2026-04-08,10306.27,10425.32,9690.64,10108.73
2026-04-09,10306.27,10425.32,9690.64,10108.73
2026-04-10,8247.48,8342.75,9690.64,10108.73
2026-04-11,10369.53,8276.26,9690.64,10108.73
2026-04-12,10369.53,8381.80,9690.64,10108.73
2026-04-13,10369.53,8374.15,9690.64,8516.12
2026-04-14,8313.93,8392.85,9690.64,8530.07
2026-04-15,8323.31,8402.43,9690.64,8537.23
2026-04-16,10287.74,8457.71,9690.64,8578.48
2026-04-17,10287.74,8418.58,9690.64,8549.28
2026-04-18,10287.74,10449.14,9690.64,8508.61
2026-04-19,10287.74,8417.08,9690.64,8552.11
2026-04-20,10287.74,8430.79,9690.64,8562.43
2026-04-21,10287.74,8483.45,9690.64,8602.08
2026-04-22,8232.15,8485.55,9690.64,10190.56
2026-04-23,8210.57,8462.33,9690.64,10190.56
2026-04-24,8215.37,8467.49,9690.64,10190.56
2026-04-25,8242.41,8496.59,9690.64,10190.56
2026-04-26,8208.20,8459.79,9690.64,10190.56
2026-04-27,8180.75,10520.08,9690.64,10190.56
2026-04-28,8165.71,8400.30,9690.64,10190.56
2026-04-29,8180.45,8415.74,9690.64,10190.56
2026-04-30,8230.71,8468.41,9690.64,10190.56
2026-05-01,10275.45,8480.75,9690.64,10190.56
2026-05-02,10275.45,8477.43,9690.64,10190.56
2026-05-03,10241.66,8513.03,9690.64,10190.56
2026-05-04,10241.66,8542.21,9690.64,8179.47
2026-05-05,10241.66,8556.76,9690.64,8192.94
2026-05-06,8157.39,8517.37,9690.64,8156.47
2026-05-07,8162.08,10626.53,9690.64,8161.23
2026-05-08,8173.88,8513.65,9690.64,8173.20
2026-05-09,8212.42,8554.27,9690.64,8212.32
2026-05-10,8200.73,8541.95,9690.64,8200.45
2026-05-11,8169.46,8509.00,9690.64,8168.72
2026-05-12,8139.41,8477.34,9690.64,8138.23
2026-05-13,8152.28,8490.90,9690.64,10189.40
